body-comfort-system,hmi,led,led-alarm-system,led-finger-protection,led-central-locking,led-power-window,led-exterior-mirror,led-em-heatable,door-system,exterior-mirror,em-electric,em-heatable,power-window,pw-finger-protection,pw-control,pw-manual,pw-automatic,security,rc-key,rck-pw-automatic,rck-exterior-mirror,rck-alarm-system,rck-safety-function,central-locking,central-locking-automatic,alarm-system,alarm-system-interior,realisable
True,True,True,False,True,False,True,False,False,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,False,True,True,False
True,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,True,True,False
True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,False,True,False,True
True,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,True,False,True
True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True
True,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,False,True
True,True,True,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,True,True,True,True,False
True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False
True,True,True,False,True,False,False,True,False,True,True,True,False,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False
True,True,True,False,False,True,False,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,False,True
True,True,True,False,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,False,True
True,True,True,True,True,True,False,False,False,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False,True,True,True,False,True
True,True,True,False,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,True,False
True,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,False,True,False,True
True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,False
True,True,True,False,True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,True,False,True,False,True
True,True,True,False,False,True,False,False,False,True,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False
True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,False,True,False,True
True,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True,True,True,True,False,True
True,True,True,False,False,True,False,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,False,True,True,False
True,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,False
True,True,True,False,True,False,False,False,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False
True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,True,True,False,True
True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,True,True,True,False,True,False,False,True,False,True,False,True
True,True,True,False,False,True,False,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True,False,True,False,True,True,False
True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,False
True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,False,True
True,True,True,True,False,False,False,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,False,True,False,True,True,False
True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True
True,True,True,False,True,False,True,False,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,False,True,False,True
True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,False,True
True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False
True,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,True,False,True
True,True,True,False,True,False,False,False,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,False,True,False,True,True,False
True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,True,True,False,True
True,True,True,False,True,False,False,True,False,True,True,True,False,True,True,True,False,True,True,True,True,False,False,False,True,False,True,False,True
True,True,True,True,False,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,False,True,True,False
True,True,True,False,True,False,False,False,False,True,True,True,False,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False
True,True,True,True,True,False,False,False,False,True,True,True,False,True,True,True,True,False,True,True,False,True,False,False,True,False,True,True,False
True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,False,True
True,True,True,False,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False
True,True,True,True,False,False,False,True,False,True,True,True,False,True,True,True,True,False,True,True,False,True,False,True,True,False,True,True,False
True,True,True,False,True,True,False,True,False,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,True,False,True,True,False
True,True,True,False,True,True,True,False,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,False
True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,False,True,True,False,True,True,False,True,False,True,True,False
True,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,False,True,True,False
True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,False,True,False,True
True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,False
True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,False,False,True,True,True,True,False
True,True,True,False,True,False,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False
True,True,True,False,False,False,True,False,False,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False
True,True,True,False,False,True,False,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True
True,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,False
True,True,True,True,False,False,False,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,False,True,False,True
True,True,True,True,True,False,True,False,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,False
True,True,True,False,False,True,False,False,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,False
True,True,True,False,True,True,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,True,True,False
True,True,True,True,True,False,True,False,False,True,True,True,False,True,True,True,True,False,True,True,False,False,True,False,True,True,True,True,False
True,True,True,True,True,False,False,False,False,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,False
True,True,True,True,True,False,True,False,False,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,True,False,True
True,True,True,True,False,False,False,True,False,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,True,False,True,True,False
True,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,False,True,True,True,False,False,True,False,True,False,True,False,True
True,True,True,False,True,False,False,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,False,True,False,True,False,True
True,True,True,False,False,False,True,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,True,True,False
True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,False
True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,False
True,True,True,False,False,False,True,True,False,True,True,True,False,True,True,True,True,False,True,True,False,True,False,False,True,True,True,False,True
True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,True,True,False
True,True,True,True,False,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,True,False,True
True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,False,True
True,True,True,False,False,True,True,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False
True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,False,True
True,True,True,False,False,True,True,False,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True
True,True,True,False,False,True,False,True,False,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,False
True,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,False,True,True,False
True,True,True,False,False,False,True,False,False,True,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
True,True,True,False,False,True,True,False,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,False,True
True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,True,False,True
True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,False,True,False,True
True,True,True,False,True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False
True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,False
True,True,True,False,True,True,False,True,False,True,True,True,False,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False
True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,False,True,True,False,False,False,True,True,False,True,False,True
True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False,False,True,True,True,False,True
True,True,True,True,False,True,True,False,False,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True
True,True,True,False,True,True,False,False,False,True,True,True,False,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False
True,True,True,True,False,False,False,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,False,True,True,True,True,False
True,True,True,False,False,False,False,True,False,True,True,True,False,True,True,True,True,False,True,True,False,False,False,True,True,True,True,False,True
True,True,True,False,True,True,False,False,False,True,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False
True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False
True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,False
True,True,True,True,True,False,True,False,False,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,False,True,True,False
True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,True,True,False
True,True,True,False,True,True,True,False,False,True,True,True,False,True,True,True,False,True,True,True,True,False,False,True,True,True,True,False,True
True,True,True,True,True,False,False,True,False,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,True,True,True,False,True
True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,True,False,True
True,True,True,False,True,True,False,False,False,True,True,True,False,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,False
True,True,True,False,True,False,False,True,False,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,True,False,True,True,False
True,True,True,False,True,False,False,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,False,True,False,True
True,True,True,False,True,False,True,False,False,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,True,True,True,False,True
True,True,True,True,False,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,False,True
True,True,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,True,True,False
True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,True,False,True
True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,True,False,True
True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,False,True,True,False,True,False,True,True,False,True,False,True
True,True,True,False,True,False,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,True,False,True,True,False
True,True,True,True,True,True,False,False,False,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,True,False,True,True,False
True,True,True,True,False,False,False,True,False,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,False,True
True,True,True,False,True,True,True,False,False,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,True,True,False,True
True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,True,True,True,True,False
True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,True,True,False
True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,False,True
True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False
True,True,True,False,True,False,False,False,False,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,False,True,False,True
True,True,True,False,False,False,True,False,False,True,True,True,True,True,True,True,False,True,True,True,False,True,False,False,True,False,True,True,False
True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,True,True,True,False
True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,False,True,False,True
True,True,True,True,True,True,False,False,False,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,False,True,False,True
True,True,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,True,False,True
True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True,True,False,True,False,True
True,True,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,True,True,True,True,False,True,False,True,False,True,True,False
True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,False,True
True,True,True,True,True,False,False,True,False,True,True,True,False,True,True,True,True,False,True,True,False,True,False,False,True,False,True,False,True
True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,False,True,False,True
True,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,True,False,True
True,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,True,True,False
True,True,True,False,False,True,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,False,True
True,True,True,True,False,True,False,True,False,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,False,True,False,True
True,True,True,True,True,False,True,False,False,True,True,True,False,True,True,True,True,False,True,True,False,True,False,False,True,False,True,False,True
True,True,True,True,True,False,False,True,False,True,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,False,True,True,False
True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True,True,False,True,False,True
True,True,True,False,False,True,True,False,False,True,True,True,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False
True,True,True,False,False,False,False,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,True,True,False,True
True,True,True,True,False,False,False,False,False,True,True,True,False,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False
True,True,True,False,True,True,False,False,False,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,True,True,True,False
True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,False,True,True,False,True,True,False,True,False,True,False,True
True,True,True,True,False,True,True,False,False,True,True,True,False,True,True,True,True,False,True,True,False,True,False,False,True,True,True,True,False
True,True,True,False,True,False,True,False,False,True,True,True,False,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False
True,True,True,True,True,False,False,False,False,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,False
True,True,True,False,False,True,False,False,False,True,True,True,False,True,True,True,True,False,True,True,False,False,True,False,True,True,True,False,True
True,True,True,True,True,False,False,False,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,False,True,False,True,True,False
True,True,True,False,True,False,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,False,True,True,True,True,False
True,True,True,False,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
True,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,True,True,False,False,True
True,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,True,False,True
True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,False
True,True,True,True,True,True,False,False,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,False,True,True,True,False,True
True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True,False
True,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,False
True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False
True,True,True,False,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,False,True,False,True
True,True,True,False,True,False,False,False,False,True,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,False,True,False,True
True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,True,False
True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,True,False,True,False,True
True,True,True,False,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True
True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,False,True,True,False
True,True,True,False,False,False,False,True,False,True,True,True,False,True,True,True,False,True,True,True,True,False,False,False,True,False,True,True,False
True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,True,False,True,False,True
True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False
True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True,True,True,True,True,False
True,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True
True,True,True,False,False,False,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,False,True,False,True
True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,True,False,True,True,False
True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,True,True,True,False,True
True,True,True,False,False,False,True,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,False
True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,True,True,False
True,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,False
True,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,True,False,True,True,False
True,True,True,False,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False
True,True,True,True,False,False,False,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True,False,True,False,True,True,False
True,True,True,True,True,False,True,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,True,True,False
True,True,True,False,False,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,False
True,True,True,False,True,True,True,False,False,True,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,False,True,False,True
True,True,True,False,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,True,True,True,True,False
True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,True,True,False
True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,False,True
True,True,True,True,False,True,False,False,False,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False,True,False,True
True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,False,True,True,False
True,True,True,False,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False
True,True,True,False,False,True,True,True,False,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,True,False,True,False,True
True,True,True,True,True,False,False,True,False,True,True,True,False,True,True,True,True,False,True,True,False,False,False,True,True,True,True,False,True
True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,False,True,True,False,True,False,False,True,True,True,True,False
True,True,True,False,True,False,True,False,False,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,True,True,True,False,True
True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,False,True
True,True,True,False,True,True,False,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,False,True
True,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,False,True
True,True,True,False,True,False,False,True,False,True,True,True,False,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,False
True,True,True,False,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,False,True
True,True,True,True,False,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,False,True,True,False
True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,True,True,False,True
True,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,True,False,True,True,False
True,True,True,False,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,False,True
True,True,True,False,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,True,False,True
True,True,True,False,False,True,True,False,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,False,True
True,True,True,True,False,False,False,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,False
True,True,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True
True,True,True,False,True,False,True,True,False,True,True,True,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False
True,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,True,False,True,True,False,True,True,False,True,False,True,True,False
True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,True,False
True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,True,True,False,True,True,False,True,False,True,True,False,True,True,False
True,True,True,False,True,False,True,False,False,True,True,True,False,True,True,True,True,False,True,True,False,False,True,False,True,True,True,True,False
True,True,True,False,True,False,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,True,False,True,True,False
True,True,True,True,False,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,True,True,False
True,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,False,True,True,False,False,False,False,False,True,True,True,False,True
True,True,True,False,False,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True
True,True,True,True,True,False,False,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False
True,True,True,True,False,True,False,False,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,False
True,True,True,False,True,False,True,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False
True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False,True,False,True,True,False
True,True,True,False,True,True,True,False,False,True,True,True,False,True,True,True,True,False,True,True,False,True,False,False,True,True,True,True,False
True,True,True,False,True,True,False,True,False,True,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,True,True,False,True
True,True,True,True,False,True,False,True,False,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,False,True,False,True
True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False
True,True,True,True,False,False,False,False,False,True,True,True,False,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,False
True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,True,False
True,True,True,False,True,False,True,False,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,False,True,False,True,True,False
True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,False,True,True,False
True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,False,True,True,True,True,False
True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,False,True
True,True,True,False,True,False,True,False,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,False
True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False
True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,False,True,False,True
True,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,True,True,True,False,True
True,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,False,True,True,True,False,True,False,True,True,False,True,False,True
True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,False,False,False,True,False,True,False,True
True,True,True,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,False,True,True,True,False,True
True,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True
True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,True,True,True,False,True
True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,False,False,True,True,True,False,True
True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,False
True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,False,True,False,False,True,False,True,True,False
True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,False
True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,True,False,True
True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False,True,True,True,False,True
True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True
True,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,True,True,True,False
True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,False,True,False,True
